Using cache found in /misc/vlgscratch4/LakeGroup/emin/robust_vision/pretrained_models/rwightman_gen-efficientnet-pytorch_master
Loaded model: tf_efficientnet_b7
Running white-box attacks with epsilon: 0.06 Number of PGD steps: 10
Iter, Clean, Clean_pred, Adv, Adv_pred:  0 0 0.0 281 281.0
Test: [    0/25000]	Time  4.435 ( 4.435)	Acc@1   0.00 (  0.00)
Iter, Clean, Clean_pred, Adv, Adv_pred:  1 0 0.0 778 778.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  2 0 0.0 313 313.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  3 0 0.0 78 78.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  4 0 0.0 540 540.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  5 0 133.0 956 956.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  6 0 0.0 419 419.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  7 0 0.0 934 934.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  8 0 0.0 543 543.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  9 0 0.0 235 235.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  10 0 0.0 154 154.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  11 0 0.0 772 772.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  12 0 0.0 474 474.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  13 0 0.0 569 569.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  14 0 0.0 618 618.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  15 0 0.0 448 448.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  16 0 0.0 796 796.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  17 0 0.0 803 803.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  18 0 0.0 206 206.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  19 0 0.0 947 947.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  20 0 0.0 250 250.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  21 0 0.0 744 744.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  22 0 0.0 868 868.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  23 0 0.0 772 772.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  24 0 0.0 64 64.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  25 1 1.0 967 967.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  26 1 1.0 55 55.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  27 1 1.0 899 899.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  28 1 1.0 779 779.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  29 1 1.0 827 827.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  30 1 1.0 422 422.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  31 1 1.0 939 939.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  32 1 1.0 331 331.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  33 1 1.0 234 234.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  34 1 1.0 623 623.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  35 1 1.0 658 658.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  36 1 1.0 116 116.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  37 1 1.0 689 689.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  38 1 1.0 808 808.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  39 1 1.0 539 539.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  40 1 1.0 490 490.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  41 1 1.0 432 432.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  42 1 1.0 915 915.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  43 1 1.0 572 572.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  44 1 1.0 238 238.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  45 1 1.0 838 838.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  46 1 1.0 809 809.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  47 1 1.0 715 715.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  48 1 1.0 325 325.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  49 1 1.0 112 112.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  50 2 2.0 950 950.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  51 2 2.0 141 141.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  52 2 2.0 881 881.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  53 2 2.0 478 478.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  54 2 2.0 898 898.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  55 2 2.0 745 745.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  56 2 2.0 724 724.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  57 2 2.0 787 787.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  58 2 2.0 371 371.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  59 2 2.0 416 416.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  60 2 2.0 13 13.0
/home/eo41/venv/lib/python3.6/site-packages/foolbox/attacks/base.py:148: UserWarning: RandomStartProjectedGradientDescentAttack did not find an adversarial, maybe the model or the criterion is not supported by this attack.
  ' attack.'.format(self.name()))
Iter, Clean, Clean_pred, Adv, Adv_pred:  61 2 2.0 2 2.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  62 2 2.0 479 479.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  63 2 2.0 41 41.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  64 2 2.0 127 127.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  65 2 3.0 287 287.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  66 2 2.0 498 498.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  67 2 2.0 732 732.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  68 2 2.0 83 83.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  69 2 2.0 325 325.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  70 2 2.0 823 823.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  71 2 2.0 729 729.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  72 2 2.0 352 352.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  73 2 2.0 161 161.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  74 2 2.0 682 682.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  75 3 3.0 104 104.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  76 3 3.0 197 197.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  77 3 3.0 244 244.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  78 3 3.0 221 221.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  79 3 3.0 160 160.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  80 3 3.0 716 716.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  81 3 3.0 474 474.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  82 3 147.0 482 482.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  83 3 5.0 243 243.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  84 3 3.0 605 605.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  85 3 3.0 962 962.0
